"hashtag","extracted_location","positive","negative","neutral","trust","anticipation","fear","sadness","joy","anger","suprise","disgust","total_positive","total_negative"
"#Jordan","jordan",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Jordan","qatar",2,0,0,1,1,0,0,1,0,1,0,5,1
"#Jordan",NA,6,1,0,1,2,1,1,0,0,1,0,8,5
"#Jordan,","peru",1,0,0,1,0,0,0,0,0,0,0,2,0
"#Jordan:",NA,2,0,0,1,0,0,0,1,0,0,0,4,0
"#JosefMengele",NA,10,11,0,11,20,10,10,10,10,20,10,51,61
"#journalism.","united states",0,0,0,1,1,0,0,0,0,0,0,1,1
"#journalist","india",4,0,0,1,3,0,0,3,0,1,0,9,3
"#journalist",NA,8,0,0,2,6,0,0,6,0,2,0,18,6
"#journorequest","united kingdom",0,0,0,1,0,2,2,0,0,0,0,1,4
"#joy",NA,1,0,0,0,0,0,0,1,0,0,0,2,0
"#JOY","united states",3,0,0,1,1,0,0,2,0,0,0,6,1
"#jperezshow.","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#jpmc","pakistan",2,1,0,1,1,0,1,1,0,0,0,4,3
"#JPMorgan","india",2,0,0,0,0,0,0,0,0,0,0,2,0
"#JRL","united states",2,0,0,0,2,0,0,1,0,0,0,3,2
"#jubilee","united states",1,1,0,0,0,0,0,1,0,1,1,3,2
"#Judiciary",NA,0,1,0,1,1,1,1,0,1,0,0,1,4
"#JumlaPM",NA,1,0,0,1,0,0,0,1,0,0,0,3,0
"#junitcouleur","japan",0,0,1,0,0,0,0,0,0,0,0,0,0
"#JUST","india",1,0,0,0,1,0,0,0,0,0,0,1,1
"#JustANap",NA,1,0,0,1,0,0,0,1,0,0,0,3,0
"#justasking",NA,1,1,0,0,0,0,1,0,0,0,0,1,2
"#JustAsking",NA,0,1,1,0,0,1,1,0,1,1,0,1,3
"#JustAsking.",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#justaslightlysorearm","united kingdom",1,1,0,1,1,1,1,1,1,1,1,4,5
"#JustDoIt",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#JustDoIt.","united states",0,1,0,0,0,1,1,0,1,1,0,1,3
"#JusticeforSandeepNahar","united kingdom",2,2,0,3,1,1,2,2,1,0,0,7,6
"#JusticeLeagueSnyderCut",NA,0,1,0,0,0,0,0,0,1,0,0,0,1
"#Justin","zimbabwe",5,0,0,3,1,1,0,2,0,1,0,11,2
"#JustIn","india",3,1,1,1,2,0,0,1,0,1,0,6,3
"#JustIn",NA,1,0,0,0,1,0,0,0,0,0,0,1,1
"#JUSTIn","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#JUSTIN","thailand",1,1,0,0,0,0,0,0,0,0,0,1,1
"#JUSTIN","zimbabwe",1,0,0,0,0,0,0,0,0,0,0,1,0
"#JUSTIN:","india",1,0,0,0,0,0,0,0,1,0,0,1,0
"#JUSTIN:","zimbabwe",1,0,0,0,0,0,0,0,0,0,0,1,0
"#JustinTrudeau","india",0,0,1,0,0,0,0,0,0,0,0,0,0
"#JustinTrudeau","united states",1,0,0,1,0,0,0,0,0,0,0,2,0
"#JustinTrudeau",NA,2,1,1,0,0,1,1,0,0,1,0,3,3
"#JustinTrudeau.",NA,1,2,0,1,0,2,1,0,1,0,1,2,6
"#JustinTrudeauPM",NA,0,6,1,1,1,2,3,0,0,0,0,1,12
"#JustinTrudeauPMVaccinesFailure",NA,1,1,0,0,0,1,0,0,1,1,0,2,2
"#justthenews",NA,2,0,0,0,1,0,0,1,0,1,0,4,1
"#JuvePorto,",NA,0,1,0,0,0,0,1,0,0,0,0,0,2
"#jvt.",NA,2,0,0,2,0,0,0,1,0,0,0,5,0
"#kabaddi",NA,1,2,0,0,0,1,0,0,1,0,1,1,4
"#kabinetoplantisi",NA,2,0,0,2,2,0,0,0,0,0,0,4,2
"#KabineyeNotum",NA,2,0,0,2,2,0,0,0,0,0,0,4,2
"#Kadiyam","india",2,0,0,0,0,0,0,1,0,0,0,3,0
"#Kadyrov",NA,1,1,0,0,1,0,0,0,0,0,1,1,3
"#KAI",NA,2,1,0,0,1,1,0,0,1,0,0,2,3
"#kaiser",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Kaiser","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Kaiser",NA,0,1,0,0,0,1,1,0,1,1,0,1,3
"#Kaiser.","united states",3,2,0,0,1,2,1,1,1,2,0,6,6
"#Kakinada,",NA,1,1,0,0,0,0,1,0,0,0,0,1,2
"#Kalamazoo",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#KalamazooRepresent",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#kamalaharris",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#KamalaHarris","united kingdom",1,0,0,0,0,0,0,0,0,0,0,1,0
"#KamalaHarris",NA,2,2,0,1,3,1,1,1,1,2,1,6,8
"#KamalaHarris.","united states",4,2,0,2,2,0,2,2,2,2,0,10,6
"#KambalapallyPHC",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#kambodscha","united states",0,0,0,0,0,1,0,0,0,0,0,0,1
"#kanchansharma.","united kingdom",2,2,0,3,1,1,2,2,1,0,0,7,6
"#Karachi","pakistan",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Karachi,",NA,2,0,0,1,0,0,0,0,0,0,0,3,0
"#karensgonewild",NA,1,0,0,0,0,0,0,0,0,1,0,2,0
"#karlvomlautenbach",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#karm",NA,8,0,0,2,0,0,0,2,0,0,0,12,0
"#Karma","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Karnataka","india",1,2,2,0,0,0,0,0,1,0,0,1,2
"#Karnataka",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Karnataka,","india",1,0,0,1,0,0,0,0,0,0,0,2,0
"#Karnataka.","india",2,0,0,0,0,0,0,0,0,0,0,2,0
"#Karnataka:",NA,1,0,0,1,0,0,0,1,0,0,0,3,0
"#KARTA",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#kashmir","united states",1,1,0,0,1,1,0,0,0,0,0,1,3
"#Kashmir","united states",0,1,0,0,0,0,0,0,0,0,0,0,1
"#Kashmir",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#Kaspersky","india",0,2,0,0,0,1,1,0,1,0,1,0,5
"#KassidiKurill's",NA,2,1,0,1,2,2,1,0,1,1,1,4,7
"#Katalinkariko",NA,3,2,1,0,0,0,2,0,0,0,0,3,4
"#KatalinKariko",NA,1,1,4,0,0,2,0,0,0,0,0,1,3
"#kayburley","united kingdom",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Kazakhstan","belgium",1,0,0,1,0,0,0,0,0,0,0,2,0
"#Kazakhstan","kazakhstan",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Kazakhstan","pakistan",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Kazakhstan","united arab emirates",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Kazakhstan","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Kazakhstan",NA,3,1,1,2,0,0,0,0,1,0,0,5,1
"#KCR","india",1,0,0,0,1,0,0,0,0,0,0,1,1
"#kcra","united states",2,0,0,0,0,0,0,0,0,0,0,2,0
"#KDMC","india",0,2,0,0,0,0,0,0,0,0,0,0,2
"#KE","united states",1,1,0,0,0,0,1,0,1,0,0,1,2
"#KeepingToAgreements","united kingdom",0,0,1,0,0,0,0,0,0,0,0,0,0
"#keepingupwithralph",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#KeepTheFaith","ireland republic",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Kelantan","malaysia",0,0,1,0,0,0,0,0,0,0,0,0,0
"#kemenkes","singapore",2,0,0,1,0,0,0,2,0,0,0,5,0
"#KEMSA","united states",2,1,0,1,1,1,0,0,0,0,0,3,3
"#Kenya","united states",3,0,1,2,0,0,0,2,0,0,0,7,0
"#Kenya",NA,3,1,0,1,0,1,1,0,0,1,0,5,3
"#KenyaAirways",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Kerala","india",1,1,1,2,0,0,0,0,1,0,0,3,1
"#Kerala",NA,2,1,1,0,0,1,1,0,1,0,0,2,3
"#Kerala.","united states",0,0,0,0,0,1,0,0,0,1,0,1,1
"#Kerala..","belgium",1,0,0,0,0,0,0,0,0,0,0,1,0
"#keyworker","united kingdom",3,0,1,1,1,0,0,2,0,0,0,6,1
"#KeyWorkers","united kingdom",0,0,2,0,0,0,0,0,0,0,0,0,0
"#kfirmusic","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Khabarhub","nepal",0,0,0,0,0,0,0,0,1,0,0,0,0
"#Khalistan",NA,0,0,0,0,1,0,0,0,0,0,0,0,1
"#Khalistani",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Khalistanis","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Khamenei",NA,1,4,0,1,2,3,1,0,3,1,1,3,11
"#khanmarketgang.",NA,2,0,0,1,1,0,0,1,0,1,0,5,1
"#khartoon","denmark",1,0,0,0,0,0,0,0,0,0,0,1,0
"#khazarian",NA,1,1,0,0,1,0,0,1,0,1,0,3,2
"#kickback","hungary",0,0,1,0,0,0,0,0,0,0,0,0,0
"#KickCoronasArse","united states",1,0,0,0,1,0,0,0,0,0,0,1,1
"#kickcovidtothecurb",NA,3,2,0,0,1,0,0,0,1,0,0,3,3
"#kickthevirus","united states",2,0,0,0,0,0,0,0,0,0,0,2,0
"#kidney","india",1,0,0,0,0,0,0,0,0,0,0,1,0
"#kids","bangladesh",2,0,0,0,0,0,0,0,0,0,0,2,0
"#kids","india",2,0,0,1,0,0,0,1,0,1,0,5,0
"#kids","united states",1,1,0,2,0,0,1,1,0,0,1,4,3
"#kids",NA,2,0,1,0,0,0,0,0,0,0,0,2,0
"#Kids",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#KillerGates",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#KillGates",NA,3,0,0,4,0,0,0,0,0,0,0,7,0
"#KIMJONGUN",NA,1,1,0,0,0,1,1,0,1,0,0,1,3
"#KIMS","india",1,0,0,0,0,0,0,0,0,1,0,2,0
"#Kindle",NA,0,0,0,0,1,0,0,0,0,0,0,0,1
"#kindness",NA,4,0,0,1,0,0,0,1,0,0,0,6,0
"#kingdoctors","mexico",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Kinshasa","united states",0,1,0,0,0,1,1,0,1,0,1,0,4
"#Kirkenes",NA,2,1,0,0,0,0,0,0,1,0,0,2,1
"#KirshnaElla","india",1,1,0,0,0,0,1,0,0,0,1,1,3
"#KisanKiBaat","india",2,0,0,0,0,0,2,2,0,0,0,4,2
"#KKKellyLoffner",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#KnowTheFacts","united kingdom",2,0,0,1,0,0,0,0,0,0,0,3,0
"#KnowTheTruth","united kingdom",2,0,0,1,0,0,0,0,0,0,0,3,0
"#KnowYourVirus",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Knowz","united states",1,0,0,0,1,0,0,0,0,0,0,1,1
"#Kodak",NA,1,1,0,0,0,1,1,0,0,0,0,1,3
"#Kohat","pakistan",0,0,0,1,0,1,1,0,0,0,0,1,2
"#KohSamui","thailand",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Kolkata","india",2,2,0,0,0,0,0,0,0,0,2,2,4
"#Kolkata",NA,1,0,0,1,1,0,0,0,0,0,0,2,1
"#konzeptsolutions",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#Korangi","pakistan",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Korea's","france",1,0,0,1,0,0,0,0,0,0,0,2,0
"#Kosovo,","united states",1,1,0,1,0,0,0,0,0,0,0,2,1
"#kovaiksr","india",0,0,1,0,0,0,0,0,0,0,0,0,0
"#KoviVac",NA,1,0,0,1,0,0,0,0,0,0,0,2,0
"#koviVak",NA,1,1,0,0,1,0,0,1,0,0,0,2,2
"#Kovivak,.",NA,2,0,0,1,0,0,0,0,0,0,0,3,0
"#Krajci",NA,0,3,0,0,0,1,1,0,0,0,0,0,5
"#kremlin",NA,1,0,0,1,0,0,0,0,0,0,0,2,0
"#Kremlin","chile",1,2,0,0,0,1,1,0,1,1,0,2,4
"#Kremlin",NA,4,2,0,1,1,2,1,0,2,0,0,5,6
"#Kremlin-owned",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Kremlin.","malaysia",0,1,0,0,1,0,0,0,0,0,0,0,2
"#KrishnaElla","india",0,1,0,0,0,1,0,0,1,0,0,0,2
"#KSA","egypt",1,0,0,0,0,0,0,0,0,0,0,1,0
"#KualaLumpur","malaysia",0,1,0,0,0,0,1,0,1,0,0,0,2
"#KubaiwaMahara","zimbabwe",0,0,2,0,0,0,0,0,0,0,0,0,0
"#KubaiwaMahara",NA,3,0,0,1,1,0,0,0,0,0,0,4,1
"#KuehneNagel","united kingdom",0,0,0,0,0,1,0,0,0,0,0,0,1
"#KuehneNagel",NA,0,0,0,0,0,1,0,0,0,0,0,0,1
"#kukarma","india",2,0,0,1,1,0,1,2,0,2,0,7,2
"#KunchokJinpa",NA,1,1,0,1,0,1,1,0,1,0,0,2,3
"#Kunpeng",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#Kurdistan",NA,4,0,1,0,2,0,0,0,0,0,0,4,2
"#Kurz","armenia",1,0,0,0,1,0,0,0,0,0,0,1,1
"#Kurz",NA,3,0,0,1,0,0,0,0,0,0,0,4,0
"#KUTV","united states",2,1,0,1,1,0,1,1,0,0,0,4,3
"#Kuwait","united states",0,0,1,0,1,0,0,0,0,0,0,0,1
"#Kuwait",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#KuwaitTimes.","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Kyiv",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#Kyrgyzstan","india",3,0,0,0,0,0,0,1,0,1,0,5,0
"#Kyrgyzstan",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#LA","united states",0,1,0,1,0,1,0,0,1,0,0,1,2
"#lab""",NA,0,1,0,1,1,0,0,0,0,0,0,1,2
"#Labour",NA,0,1,0,0,0,0,1,0,1,0,1,0,3
"#LabourParty",NA,0,1,0,0,0,0,1,0,1,0,1,0,3
"#LAC.",NA,0,1,0,0,0,0,0,0,0,0,0,0,1
"#lacalera",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#lactating",NA,2,0,0,0,0,0,0,0,0,0,0,2,0
"#Lafenehealthcenter",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#LagingHanda",NA,3,0,0,2,1,0,0,0,0,0,0,5,1
"#Lahore","pakistan",2,1,1,1,0,0,0,1,0,0,0,4,1
"#Lahore",NA,3,0,0,1,1,0,0,1,0,1,0,6,1
"#Lahore.","pakistan",4,0,0,4,0,1,1,0,0,0,0,8,2
"#LamangAngMayBakuna",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#lamejoke",NA,2,1,0,1,1,0,0,1,2,1,1,5,3
"#LanceArmstrong",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Lancet","bangladesh",1,0,0,1,0,0,0,1,0,0,0,3,0
"#Lancet","india",7,0,1,3,0,0,0,3,0,0,0,13,0
"#Lancet",NA,6,0,1,3,1,0,0,2,0,0,0,11,1
"#Lancet:","united arab emirates",3,0,0,1,0,0,0,1,0,0,0,5,0
"#Lanett","georgia",0,0,0,0,0,0,0,0,1,1,0,1,0
"#LaneyBuilt","united states",3,0,0,1,0,0,0,3,0,0,0,7,0
"#langone",NA,0,1,0,0,0,1,1,0,1,1,0,1,3
"#laninabionica",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#Lao","china",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Lao",NA,2,0,0,0,0,0,0,1,0,1,0,4,0
"#Laos","china",1,1,2,1,4,1,0,0,0,0,0,2,6
"#Laos",NA,1,0,0,0,1,0,0,0,0,0,0,1,1
"#Laos.",NA,2,0,0,0,1,0,0,0,0,0,0,2,1
"#Laredo",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#largelocalreactions",NA,1,1,0,0,0,0,0,0,0,0,0,1,1
"#largestVaccinationdrive","india",1,0,1,0,1,0,0,0,0,0,0,1,1
"#LargestVaccinationDrive","india",2,0,1,1,2,0,0,1,0,0,0,4,2
"#LargestVaccinationDrive",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#LargestVaccineDrive","india",17,2,8,12,0,0,1,8,0,0,0,37,3
"#LargestVaccineDrive","united states",6,0,1,4,4,0,0,3,0,2,0,15,4
"#LargestVaccineDrive",NA,10,0,3,2,1,0,0,2,0,0,0,14,1
"#LargestVaccineDrive.","india",1,0,0,1,0,0,0,0,0,0,0,2,0
"#LargestVaccineDrive.","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#LargestVaccineDrive.",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#lariachetira,",NA,0,1,0,0,0,0,1,0,0,0,0,0,2
"#lastyear",NA,2,0,0,1,2,0,0,2,0,1,0,6,2
"#LasVegas",NA,0,2,0,0,1,2,2,0,2,0,2,0,9
"#latechristmaspresent",NA,1,1,0,1,1,1,1,1,2,2,0,5,4
"#Latest.","india",2,0,0,2,1,1,0,1,1,0,0,5,2
"#latestnews","india",1,0,0,0,0,0,0,0,0,0,0,1,0
"#LatestNews","india",1,0,0,0,0,0,0,0,0,0,0,1,0
"#latestnews.","india",1,0,1,0,1,0,0,0,0,0,0,1,1
"#LatinAMAs",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#LatinAmerica","united kingdom",0,0,1,0,0,0,0,0,0,0,0,0,0
"#LatinAmerica","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#LatinAmerica:",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#LatinAmericans","united states",0,1,0,1,0,0,0,0,0,0,0,1,1
"#Latinos","united states",0,2,0,0,0,1,2,0,1,1,0,1,5
"#Latinos",NA,4,0,0,1,0,0,0,0,0,0,0,5,0
"#Latinx","united states",1,1,0,0,0,1,1,0,1,0,1,1,4
"#laurentperrier",NA,1,0,0,1,1,0,0,1,0,0,0,3,1
"#Lavrov","united states",2,0,0,0,1,0,0,0,0,0,0,2,1
"#Lavrov,",NA,3,0,0,1,0,0,0,0,0,0,0,4,0
"#Lavrov:","djibouti",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Lavrov:","india",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Lavrov:","jordan",4,1,0,1,0,1,0,0,1,0,0,5,2
"#Lavrov:","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Lavrov:",NA,2,0,0,0,0,0,1,0,0,0,1,2,2
"#Law","india",2,0,0,2,1,1,0,1,1,0,0,5,2
"#LazzaroSpallanzani",NA,0,1,0,1,0,1,1,0,0,0,1,1,4
"#LBC","united states",0,0,0,0,1,0,0,0,0,0,0,0,1
"#lbcc",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#LCPS",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#LDReporter",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#leadbyexample",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#LeadByExample.","united states",0,1,0,0,0,1,1,0,1,1,0,1,3
"#Leaders","india",1,1,0,0,1,0,1,0,1,0,1,1,4
"#Leaders",NA,1,1,0,0,1,0,1,0,1,0,1,1,4
"#leadership","india",1,0,0,1,0,0,0,0,0,0,0,2,0
"#leadership","zimbabwe",0,0,1,0,0,0,0,0,0,0,0,0,0
"#LeadershipMatters","india",0,0,1,1,0,0,0,0,0,0,0,1,0
"#leadgeneration.","bangladesh",0,0,1,0,0,0,0,0,0,0,0,0,0
"#LeakeStreet","united kingdom",0,0,1,0,0,0,0,0,0,0,0,0,0
"#learning","united states",2,0,0,1,1,0,0,0,0,0,0,3,1
"#leavenoonebehind","india",1,0,0,0,1,0,0,0,0,0,0,1,1
"#lebanese",NA,1,0,0,1,1,0,0,1,0,0,0,3,1
"#Lebanese","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Lebanon","china",7,1,0,3,1,1,1,1,0,2,0,13,4
"#Lebanon","lebanon",8,0,1,3,3,0,0,1,0,1,0,13,3
"#Lebanon","pakistan",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Lebanon",NA,6,0,2,4,5,1,0,3,0,2,0,15,6
"#Lebanon's",NA,2,4,0,2,1,3,2,1,1,2,1,7,11
"#Lebanon,","china",4,0,0,3,0,0,0,0,0,0,0,7,0
"#Lebanon,","lebanon",1,1,0,0,0,0,0,0,0,0,0,1,1
"#Lebanon,",NA,3,0,0,2,0,0,0,0,0,0,0,5,0
"#Lebanon.","lebanon",2,0,1,2,0,0,0,0,0,0,0,4,0
"#LeeCountyFla!",NA,1,1,0,0,0,1,1,0,1,1,0,2,3
"#LeenaAnees",NA,2,0,0,1,0,0,0,1,0,1,0,5,0
"#LeftRightCentre","india",0,1,0,0,0,0,0,0,0,0,0,0,1
"#LeftRightCentre",NA,0,1,0,0,0,0,0,0,0,0,0,0,1
"#legaleagles.","india",0,0,2,0,0,0,0,0,0,0,0,0,0
"#legend",NA,0,0,0,0,0,0,0,0,1,0,0,0,0
"#Leicester","united kingdom",1,0,0,2,0,1,1,0,0,0,0,3,2
"#Leicestershire",NA,0,0,0,0,0,0,0,0,1,0,0,0,0
"#LemierresDisease",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#Lenzilumab",NA,0,2,0,0,0,1,1,0,2,0,1,0,5
"#less","japan",2,0,0,1,0,0,0,0,0,0,0,3,0
"#LeTemps:",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#letHopeArise","united states",1,1,0,1,0,0,0,0,0,0,1,2,2
"#letitiawright",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#letsbeatcovid19","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#letsdance",NA,3,0,0,1,1,0,0,1,0,0,0,5,1
"#letsdefeatthisvirus",NA,2,0,0,0,0,0,0,1,0,1,0,4,0
"#letsdothis",NA,3,1,0,1,1,1,1,2,1,1,1,7,5
"#letsgetbacktonormal","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#letsgettheresooner",NA,2,1,0,0,1,1,1,1,1,2,0,5,4
"#letsgetthroughthis","united kingdom",0,0,1,0,0,0,0,0,0,0,0,0,0
"#letsgo","united states",1,0,0,1,0,0,0,1,0,0,0,3,0
"#LetsGo",NA,0,2,0,0,0,1,1,0,1,1,1,1,5
"#letsgo.","united states",4,0,0,2,2,0,0,2,0,1,0,9,2
"#letsgooo","united states",1,0,0,0,0,1,0,0,1,0,0,1,1
"#LetsVaccinateItaly","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Letta",NA,0,1,0,0,0,1,0,0,0,0,0,0,2
"#letter",NA,1,2,0,0,1,1,2,0,1,2,0,3,6
"#Levant.",NA,1,0,0,1,2,0,0,1,0,1,0,4,2
"#levant_newspaper",NA,1,1,0,1,2,0,1,1,1,1,0,4,4
"#level3","niger",2,1,0,1,1,1,1,0,1,1,1,4,5
"#LevelUp",NA,0,1,0,0,0,1,1,0,1,1,0,1,3
"#LFC","india",1,0,0,1,1,0,0,0,0,0,0,2,1
"#LFCC2021",NA,0,0,8,0,0,0,0,0,0,0,0,0,0
"#LFG",NA,0,0,0,0,1,0,0,0,0,0,0,0,1
"#LGBTQ","india",1,1,0,0,0,0,0,0,0,0,0,1,1
"#LGBTQ","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#LGElectionsNOW","pakistan",1,0,0,1,2,0,0,1,0,1,0,4,2
"#LHMC","india",0,0,1,0,0,0,0,0,0,0,0,0,0
"#LiarInChief","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#LiAuto",NA,1,0,0,1,1,0,0,1,0,0,0,3,1
"#liberal",NA,1,3,0,0,0,1,0,0,0,0,0,1,4
"#liberandu",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#Liberia","india",2,0,0,1,0,0,0,1,0,0,0,4,0
"#Liberia","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Librandus",NA,0,2,0,0,0,0,0,0,0,0,0,0,2
"#license",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#lies",NA,1,0,1,0,0,0,0,0,0,0,0,1,0
"#lieslieslies","united states",2,1,0,1,1,0,0,2,0,0,0,5,2
"#Life",NA,1,0,0,1,1,1,0,1,0,0,0,3,2
"#Life'.",NA,3,0,0,2,2,0,0,0,0,0,0,5,2
"#lifesaver","united kingdom",3,0,0,0,0,0,0,1,0,1,0,5,0
"#lifesciences","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#lifesciences.",NA,1,1,0,0,0,1,1,0,1,1,0,2,3
"#lifestyle","india",2,0,0,0,0,0,0,0,0,0,0,2,0
"#light","united states",1,0,0,0,0,0,0,0,0,0,0,1,0
"#light",NA,8,0,1,2,0,0,0,2,0,0,0,12,0
"#light)",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#lightattheendofthetunnel","united states",0,0,1,0,0,0,0,0,0,0,0,0,0
"#lightheadedness.","iran",2,1,0,1,1,2,1,1,1,1,1,5,6
"#LightningStrikes.","united states",1,0,0,0,0,0,0,0,0,1,0,2,0
"#lightourwayhome",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#like4like",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#lilly.","india",1,0,0,0,0,0,0,0,0,0,0,1,0
"#Lima","united kingdom",2,1,0,1,0,1,1,0,0,0,0,3,3
"#Lima's","united states",2,0,0,1,0,1,0,0,1,0,0,3,1
"#Lima,",NA,1,0,0,1,0,0,0,0,0,0,0,2,0
"#limitedprotection","united kingdom",1,0,0,0,0,0,0,0,0,0,0,1,0
"#limitedprotection",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#LincolnProject",NA,1,1,0,0,0,0,1,0,0,1,0,2,2
"#Lincolnshire",NA,1,0,0,1,1,0,0,1,1,1,0,4,1
"#LincolnshireShowground","united kingdom",1,0,0,0,0,0,0,0,0,0,0,1,0
"#lineup",NA,1,0,0,0,1,0,0,0,0,0,0,1,1
"#LingoStand_",NA,2,6,0,1,2,1,1,1,4,0,0,4,10
"#Lipid",NA,2,0,0,0,0,0,0,0,0,0,0,2,0
"#Lithuania","belgium",1,0,0,1,1,1,0,0,0,0,0,2,2
"#Lithuania","lithuania",0,0,1,0,0,0,0,0,0,0,0,0,0
"#Lithuania",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#Lithuania!","belgium",0,0,1,0,0,0,0,0,0,0,0,0,0
"#LittleVialsofHope",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#live",NA,0,0,0,0,0,1,0,0,0,0,0,0,1
"#liveline",NA,1,0,0,0,0,0,0,0,0,0,0,1,0
"#livemusic","united states",2,1,0,1,2,0,0,1,0,0,0,4,3
"#livenews","united states",0,0,0,1,1,0,0,0,0,0,0,1,1
"#Liverpool","india",1,0,0,1,1,0,0,0,0,0,0,2,1
"#livertransplantsurvivor",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#LiveUnited",NA,1,0,0,0,0,0,0,1,0,0,0,2,0
"#LiveUpdates","india",0,0,1,0,0,0,0,0,0,0,0,0,0
"#LIVEVE",NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"#lka","sri lanka",8,3,0,3,1,3,3,1,0,3,0,15,10
"#lka",NA,0,0,2,0,0,0,0,0,0,0,0,0,0
